iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
NR,Nauru,2014,11853,4.02185100818358,8126.05701442245,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2015,12475,3.82132264529058,8006.85313196639,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2008,9891,4.44889293296937,3967.31668412153,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,1995,10628,10.0059277380504,NA,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NZ,New Zealand,1995,3673400,7.38610905428214,26653.3287211187,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1998,3815000,7.87131402359109,27354.0110416402,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1999,3835100,8.51085160752001,28693.919909006,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1996,3732000,7.67495632368703,27183.8144837302,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1997,3781300,8.20427366249702,27379.2650288432,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2002,3948500,8.4085141192858,31060.0213583315,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2003,4027200,8.46272794994041,31838.6224810479,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2004,4087500,8.45361247706422,32632.4424736258,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2005,4133900,8.2584895619149,33337.53568573,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2006,4184600,7.99280863164938,33871.0776711604,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2007,4223800,7.96377456318955,34586.9971193242,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2008,4259800,8.02904103479037,33941.4438621508,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2009,4302600,7.52729605354902,33554.7621359246,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2010,4350700,7.2982630381318,33700.126039246,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2011,4384000,7.18176596715329,34233.0218997058,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2012,4408100,7.74478119824868,34808.3415575672,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2000,3857700,8.54939419861576,29354.5137067842,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2001,3880500,8.87715449040072,30192.959767597,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2015,4595700,7.59140892573493,36792.4454569663,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2014,4509700,7.68494955318536,36184.5696327922,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2013,4442100,7.52865536570541,35449.9553289987,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
OE,OECD members,1996,1162248642,10.5756466670064,28846.1469751552,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1997,1171146674,10.6127160841,29609.6747056934,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1995,1153301290,10.352075999152,28209.3093871726,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2000,1196874050,10.7607627861929,31958.9293091286,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2001,1205753813,10.6383690183694,32170.5582523225,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1998,1179742977,10.5290632859601,30219.1268868483,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1999,1188381922,10.565159848502,30952.6551055859,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2004,1232647026,10.7385720565556,33660.9995026892,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2005,1241535826,10.6901144848638,34367.075846491,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2002,1214754896,10.6132589507999,32426.012165039,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2003,1223690230,10.7005844175123,32849.5423514636,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2008,1270059587,10.3414162968717,35678.1820110068,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2009,1279114140,9.64913180382792,34208.8009870163,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2010,1287527866,9.87164939931483,34983.4873923862,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2011,1294064382,9.66889350641288,35452.0664025797,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2012,1302076238,9.46341803604898,35686.2559060587,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2013,1310420937,9.43708247771991,35994.5732234478,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2014,1319151470,9.24978071396153,36489.5318591839,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2015,1327822047,9.12448068905069,37129.6532823056,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2007,1260210156,10.6144652678073,35859.8405553342,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2006,1250788448,10.6171155451861,35170.1069120168,OED,Aggregates,,,,Aggregates,Aggregates
OM,Oman,1996,2236654,6.71540256114714,16099.3658524032,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1997,2249762,6.84090094863368,16971.2623125728,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1995,2204277,7.18834656442906,15852.965744367,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2000,2267973,9.56374039726222,18190.44308928,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2001,2294962,8.83929407110009,18782.3108470019,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2002,2334858,10.9090068860719,18258.1957576595,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2003,2386166,13.5743326323483,17388.775507231,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2004,2445517,11.444019403668,17185.9916598611,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2005,2511251,11.9037818202959,17152.9410696663,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2006,2580758,15.345724008217701,17587.6146160481,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2007,2657158,16.633693216587,17842.5322584676,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2008,2750963,15.5239754224248,18647.2657595987,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2009,2876186,14.2909405024571,18925.5844044285,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2010,3041434,15.5906644694575,18756.979252001,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1998,2251864,7.30675964445455,17403.4400209889,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1999,2254904,9.18333951245818,17358.2857687247,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2012,3498029,17.0548680414027,17633.1436393044,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2013,3764805,16.4794652047052,17100.1813835849,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2014,4027260,15.2015427362524,16425.7294552381,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2015,4267348,15.3224618662457,16226.7066535734,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2011,3251108,16.6188197992807,17353.0375624339,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
PA,Panama,1995,2739668,1.08952544614895,4786.35557709317,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1997,2853913,1.97874987779936,5091.18307009202,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1998,2912316,2.0423175232358,5355.35925519474,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1999,2971196,1.90804712984266,5454.85572454209,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1996,2796291,1.65365013870159,4880.75015121813,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2001,3089648,2.26810206211193,5419.10941913076,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2002,3149188,1.86424786325872,5435.16938307052,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2003,3209048,1.91746150260139,5558.09649894838,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2000,3030328,1.91074794543693,5493.642370019,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2005,3330217,2.05360641663892,6172.8663311685,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2006,3391666,2.20236279161922,6585.45694066376,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2007,3453675,2.11504093465656,7242.24887364638,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2008,3516204,2.13478768581118,7814.53724481353,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2009,3579215,2.40251423845732,7772.38875590225,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2010,3642687,2.53581298640262,8082.02845866252,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2011,3706483,2.7385141116255,8841.56127732431,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2012,3770624,2.65983693945618,9541.06021262127,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2013,3835437,3.03365457443311,10027.3462310214,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2014,3901315,2.8470766908081,10357.504182008,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2015,3968487,2.80443025263784,10765.9102941448,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2004,3269356,1.77553652768313,5865.94164397528,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PE,Peru,1995,24299160,0.982880519326594,3107.11435588466,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1997,25210954,1.08987668614206,3277.9557355751,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1998,25658062,1.08374751764182,3208.22449862094,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1999,26078293,1.12576394474899,3203.71375707154,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2000,26459944,1.1450044641062,3242.57915732832,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2001,26799285,1.01365152092677,3221.30254730122,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2002,27100968,1.00317959122346,3359.16268724949,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2003,27372226,0.963765168386378,3464.39687811052,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2004,27624213,1.1546235181433,3602.99972514727,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2005,27866145,1.33264608362585,3796.20339984392,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2006,28102056,1.02211777672068,4047.7480360416,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2007,28333052,1.23781892610793,4356.73896501969,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2008,28562317,1.44780827829899,4716.1972623181,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1996,24753824,0.985270679794766,3135.41459583504,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2011,29264318,1.70516654445868,5360.2266324006,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2012,29506788,1.87284668192282,5642.57811515525,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2013,29773987,1.57239905424826,5919.20956823756,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2014,30090359,1.70588413385164,5996.49696468919,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2015,30470734,1.72743190236244,6114.22721428779,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2009,28792655,1.80836859261503,4729.73597651642,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2010,29027674,2.00039951530391,5082.35475666351,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PF,French Polynesia,1997,226866,1.9881383724313,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1998,231570,1.93191691497171,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1995,218071,1.96742803949173,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1996,222322,1.94630310990365,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2001,244931,2.76973923268186,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2002,248972,2.73951287695002,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1999,236221,2.095685819635,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2000,240686,2.36152081965715,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2005,258780,3.01828193832599,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2006,261010,2.99249454043906,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2007,262721,2.91717449309343,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2008,264061,2.99957964258259,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2009,265254,2.99991329065726,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2010,266455,3.0139160458614,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2011,267698,2.89033537792587,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2012,268998,2.79457468085265,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2013,270328,2.80795552070078,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2014,271705,2.7127472810585,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2015,273124,2.8060624478259,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2003,252703,2.91673229047538,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2004,255992,2.83628394637332,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PG,Papua New Guinea,1997,5446641,0.47330106757541,1845.78398371594,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1998,5581762,0.513086548656141,1733.21643009359,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1999,5716161,0.427890152149318,1723.86945586381,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2000,5847586,0.455899066725996,1643.08412643533,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2001,5974629,0.537041714221921,1606.19550326647,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2002,6098621,0.571820580423017,1571.03933289174,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2003,6223377,0.634011405704652,1572.86307452524,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2004,6354245,0.706363698598339,1582.38826337102,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2005,6494903,0.675257505770294,1646.34398679661,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2006,6646895,0.648231241805384,1695.72731448472,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2007,6808514,0.898907309289516,1784.85298034408,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1995,5187060,0.397306759513096,1872.11810994466,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1996,5314248,0.41194897189593,1968.63071527313,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2010,7310507,0.65158722917576,1949.35251838561,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2011,7472200,0.713063221005862,1928.29267984968,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2012,7631002,0.665547591259968,1976.09878282594,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2013,7788379,0.675169762539805,2010.22586303053,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2014,7946731,0.739239065724006,2237.00386007334,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2015,8107775,0.922655105747261,2400.50393635317,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2008,6976201,0.687542689782017,1736.78630598941,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2009,7144776,0.712893308341647,1811.1304003162,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PH,Philippines,1995,69784088,0.869981305767011,1565.4094699938,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1996,71401749,0.870608701756031,1619.38251243217,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1999,76325927,0.906109139034761,1633.09742239475,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2000,77991755,0.939932650573128,1668.71691105733,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1997,73030884,0.974356752959474,1665.3558408971,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1998,74672014,0.927258959427557,1619.36158212098,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2003,83051971,0.860013617256597,1760.03630778604,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2004,84710542,0.874342959581111,1838.9331082357,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2005,86326250,0.866856477606753,1893.70333474638,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2006,87888675,0.770210951524756,1958.92575935876,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2007,89405482,0.807223733775072,2051.23309422942,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2008,90901965,0.86751518517779,2105.11294450158,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2009,92414158,0.847209114863114,2100.65646359061,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2010,93966780,0.903376523064853,2217.47400856616,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2011,95570047,0.896778087804017,2264.39408703383,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2012,97212638,0.932851035273829,2379.66818447974,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2013,98871552,0.99397246237219,2497.68592515536,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2001,79672873,0.891794023795276,1683.31595134524,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2002,81365258,0.876760176929569,1709.55838682902,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2015,102113212,1.14696532119663,2735.18753201482,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2014,100513138,1.03983256397786,2612.8568808402,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PK,Pakistan,1996,127349290,0.741639407648052,818.888770261705,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1997,131057431,0.722670017848893,803.790861627047,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1995,123776839,0.682551062723455,803.577525613943,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2000,142343578,0.747833829215674,820.225640879176,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2001,145978402,0.741773039822699,828.230553523091,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1998,134843233,0.724272244347627,801.14700836275,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1999,138624621,0.724143548785608,807.816576591816,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2004,156664697,0.840018833343162,899.947181210454,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2005,160304008,0.852356024685297,936.849779624416,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2002,149549700,0.762850323337325,828.730834172095,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2003,153093373,0.776618469305004,856.315957839254,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2007,167808105,0.94688380516543,993.551673725814,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2008,171648986,0.926721425549231,987.8456798175,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2009,175525609,0.904916985646237,993.382943724454,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2010,179424641,0.944500917240236,987.409723043923,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2011,183340592,0.936048030214717,992.878139474556,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2012,187281475,0.908401634491612,1006.07328865598,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2013,191262919,0.914224403319914,1028.44108649159,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2014,195306825,0.933991502857107,1054.22797401501,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2015,199426964,0.945421161804379,1081.29436599486,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2006,164022627,0.890578011532519,969.621801590101,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PL,Poland,1996,38624370,9.21060990768264,6930.72163353403,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1997,38649660,9.04338542693519,7373.58539507583,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1998,38663481,8.41702747872081,7711.09643227163,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1995,38594998,8.91861572320848,6539.89900408478,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2000,38258629,7.82279832871167,8526.25167424449,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2001,38248076,7.8771122238933,8635.03839033514,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2002,38230364,7.71204098396761,8815.4156453695,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2003,38204570,7.91142198433329,9135.62568943514,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2004,38182222,7.97271580999136,9610.42119979997,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2005,38165445,7.92702668605069,9950.50703941081,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2006,38141267,8.36209746257249,10572.0796893741,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2007,38120560,8.24418374231648,11321.9962072367,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
